subject,rt,correct,jitter,noise,n200trialerp_c1r,n200trialerplat_c1r,p200trialerp_c1n,p200trialerplat_c1n,goodtrials
8,0,889,80,0.3,-67.199430678978,183.1796875,42.7327647784415,232.984375,1
8,1,596,60,0.3,-88.2011129612831,183.1796875,40.3386408249996,149.9765625,1
8,1,587,60,0.3,-64.1786324722992,178.296875,39.2246056405386,190.9921875,1
8,1,676,80,0.6,-34.748226202949,225.171875,39.0322265681789,192.9453125,1
8,1,661,80,0.45,-54.9365881635805,200.7578125,35.3159777227395,238.84375,1
8,1,879,80,0.3,-60.1214359693668,214.4296875,41.5106457228848,150.953125,1
8,1,747,80,0.45,-30.7700436478685,188.0625,31.6084041131809,172.4375,1
8,1,852,70,0.6,-38.7127646513503,158.765625,46.7581164251753,149.9765625,1
8,1,656,70,0.6,-17.1167444436371,272.046875,56.1612298408862,199.78125,1
8,1,724,60,0.45,-26.7587134021212,217.359375,54.3677102633343,210.5234375,1
8,0,999,70,0.3,-39.6357628946535,209.546875,60.9193313269593,220.2890625,1
8,1,759,70,0.45,-25.6353313358214,195.875,56.9029314514924,178.296875,1
8,1,551,60,0.3,-64.4741591958909,188.0625,61.6779443287314,224.1953125,1
8,0,872,80,0.6,-38.4252838194276,191.96875,63.3837165244827,149.9765625,1
8,1,749,70,0.45,-41.7997166091817,264.234375,32.6341082594043,149.9765625,1
8,1,779,80,0.6,-35.5324168427246,245.6796875,28.2796908489066,149.9765625,1
8,1,1167,80,0.3,-19.2078392181381,194.8984375,50.9173363553763,158.765625,1
8,1,640,60,0.45,-53.1087410837727,211.5,25.3411351842636,220.2890625,1
8,1,747,70,0.6,-45.8897969184916,194.8984375,24.8763206958056,226.1484375,1
8,1,559,70,0.45,-54.4207036144922,180.25,61.2051051493386,187.0859375,1
8,1,809,70,0.6,-23.0807165507755,264.234375,35.8039277020241,149.9765625,1
8,1,852,60,0.6,-23.7404753177191,149.9765625,73.2684878711944,177.3203125,1
8,1,767,80,0.3,-60.7357962471818,223.21875,21.5575510649825,182.203125,1
8,0,937,80,0.45,-45.7507996685672,262.28125,12.8086199670392,191.96875,1
8,1,520,70,0.45,-43.9681650430389,197.828125,30.1738946396206,149.9765625,1
8,1,812,80,0.45,-28.6082451599964,257.3984375,35.950247046392,183.1796875,1
8,1,1051,80,0.6,-49.5542015025692,211.5,69.5596909294296,168.53125,1
8,1,579,60,0.6,-29.1164607541076,182.203125,29.7913456660639,186.109375,1
8,1,647,70,0.3,-53.7839702027733,182.203125,8.62014570693638,154.859375,1
8,1,549,70,0.45,-36.9483901097184,265.2109375,63.7154156876601,177.3203125,1
8,1,569,80,0.45,-51.3992947430236,205.640625,57.7600118862042,231.03125,1
8,1,732,70,0.45,-30.9765583875578,205.640625,36.9736282749817,159.7421875,1
8,1,531,60,0.3,-44.2636197215732,161.6953125,21.1677840285807,237.8671875,1
8,1,563,70,0.3,-55.9885074395826,219.3125,59.6196452155804,226.1484375,1
8,0,746,80,0.3,-44.344343215214,211.5,46.0945714318767,156.8125,1
8,1,492,60,0.3,-44.3732723586012,199.78125,40.2602268846327,194.8984375,1
8,1,651,70,0.6,-28.9544979502755,265.2109375,34.340279739986,215.40625,1
8,1,679,80,0.45,-26.3687101931759,176.34375,27.978251993999,151.9296875,1
8,1,600,60,0.45,-47.033171876202,242.75,44.5926624248262,185.1328125,1
8,1,543,70,0.3,-20.8268849134334,206.6171875,33.1358194423138,179.2734375,1
8,1,875,80,0.45,-45.5224802645438,188.0625,47.1037785462083,170.484375,1
8,1,666,60,0.3,-65.5638915594539,265.2109375,32.5281397177356,149.9765625,1
8,1,628,80,0.3,-64.7672456109635,208.5703125,30.0294138088277,178.296875,1
8,1,787,60,0.6,-48.655264634137,270.09375,40.2240866355226,149.9765625,1
8,1,524,80,0.45,-50.5017882677624,216.3828125,29.4983973512012,225.171875,1
8,1,770,80,0.45,-36.1270790352458,268.140625,22.9516614357922,237.8671875,1
8,1,888,80,0.45,-48.9279105699588,190.9921875,60.5727154248318,218.3359375,1
8,1,894,80,0.3,-55.3584861140389,202.7109375,48.295762282498,152.90625,1
8,1,897,70,0.3,-31.1076613890126,239.8203125,45.1682570917703,191.96875,1
8,1,802,70,0.45,-34.2925054094771,274.9765625,32.828444664242,151.9296875,1
8,1,1044,80,0.6,-27.2023372087295,196.8515625,52.3471789411379,152.90625,1
8,1,862,80,0.3,-70.9579761664258,214.4296875,16.4081934199064,149.9765625,1
8,1,908,70,0.45,-63.1055030034703,248.609375,53.1998286975966,218.3359375,1
8,1,797,70,0.45,-61.2518221303226,168.53125,33.9422381791244,150.953125,1
8,1,718,60,0.45,-51.0761964315085,198.8046875,36.3810713942084,181.2265625,1
8,1,658,70,0.6,-36.9347812952015,252.515625,66.2937304659379,218.3359375,1
8,1,654,60,0.3,-58.2055228185617,173.4140625,52.6542342616351,250.5625,1
8,1,774,60,0.6,-39.9003349471171,271.0703125,60.0584438913648,149.9765625,1
8,0,850,80,0.3,-39.8285241098255,177.3203125,27.7680601719234,149.9765625,1
8,1,730,70,0.45,-41.0757799473686,200.7578125,38.0873336385635,158.765625,1
8,1,653,80,0.3,-55.3266737867094,197.828125,54.1882375335625,151.9296875,1
8,1,693,80,0.3,-41.3411795854857,225.171875,48.0933046083275,149.9765625,1
8,1,633,70,0.45,-63.6463323655285,245.6796875,30.4323194554313,174.390625,1
8,1,697,60,0.45,-32.424940846084,200.7578125,56.9819221734281,174.390625,1
8,1,479,70,0.6,-0,149.9765625,0,149.9765625,0
8,1,643,70,0.3,-27.8441718388114,272.046875,36.7817849209222,180.25,1
8,1,932,80,0.45,-30.5710948884909,208.5703125,38.7882690661085,168.53125,1
8,1,491,60,0.3,-73.2733488350562,176.34375,37.1292743387015,239.8203125,1
8,1,954,60,0.6,-19.6746799816861,253.4921875,77.2933961042414,149.9765625,1
8,1,684,80,0.45,-47.4101208798837,267.1640625,21.7829477016405,169.5078125,1
8,1,799,80,0.45,-59.9011954418931,210.5234375,53.8856704295799,149.9765625,1
8,1,672,80,0.3,-55.509922958606,167.5546875,32.089845156906,149.9765625,1
8,1,670,70,0.3,-79.5891351674355,177.3203125,23.7553907233591,153.8828125,1
8,0,964,80,0.45,-38.3769945471019,255.4453125,47.7310539087642,149.9765625,1
8,1,830,80,0.45,-44.9451301490862,208.5703125,37.5802257777564,247.6328125,1
8,1,1344,80,0.6,-51.0185304990823,273.0234375,53.3925336723931,149.9765625,1
8,1,720,70,0.6,-32.0456141569858,243.7265625,57.3256685877236,231.03125,1
8,0,723,80,0.45,-6.4073575313062,202.7109375,50.5369740399184,251.5390625,1
8,1,947,80,0.6,-27.6237705932533,153.8828125,49.706987247538,230.0546875,1
8,1,956,60,0.6,-30.1888841920791,168.53125,68.7402177845626,153.8828125,1
8,1,870,80,0.6,-20.9921638424624,202.7109375,45.4450000559506,208.5703125,1
8,1,759,60,0.6,-38.2739706112148,268.140625,51.9706912840197,160.71875,1
8,1,660,80,0.3,-98.4345187725565,193.921875,44.5083445762647,270.09375,1
8,1,620,60,0.3,-59.6081051623353,184.15625,11.362808581597,149.9765625,1
8,1,596,70,0.45,-62.5332326742699,195.875,33.7726642585108,212.4765625,1
8,1,645,70,0.6,-26.4949382058913,204.6640625,36.4004334722094,219.3125,1
8,1,677,60,0.3,-63.0053358443792,190.9921875,21.276739765148,253.4921875,1
8,1,720,60,0.6,-41.3933422627573,196.8515625,41.203592002889,152.90625,1
8,1,540,70,0.3,-58.6686098540975,184.15625,81.0456348906632,193.921875,1
8,1,598,80,0.6,-32.8973079561629,198.8046875,84.584757327223,152.90625,1
8,1,735,60,0.45,-56.3555372006114,215.40625,31.6851917623734,224.1953125,1
8,1,487,60,0.3,-43.2691334899194,203.6875,20.2530146125128,149.9765625,0
8,1,637,60,0.6,-58.9504461935772,259.3515625,38.9911644233816,162.671875,1
8,1,845,80,0.6,-31.8221036041439,274.9765625,50.7578766823957,217.359375,1
8,1,599,60,0.3,-69.923756645644,193.921875,36.7745702210615,239.8203125,1
8,1,685,70,0.45,-40.1905345335231,185.1328125,67.6142867016386,154.859375,1
8,1,775,80,0.45,-24.3110779686873,274.9765625,32.4957936205363,185.1328125,1
8,1,734,70,0.6,-51.6503385761029,262.28125,58.3095429063439,152.90625,1
8,1,732,80,0.45,-19.0123423766587,213.453125,47.1203696702812,155.8359375,1
8,1,669,80,0.6,-35.4680953225113,186.109375,53.2751026323818,151.9296875,1
8,1,1132,80,0.6,-23.3323779235586,202.7109375,43.7023400685516,230.0546875,1
8,1,712,60,0.45,-63.3307249950388,274.9765625,45.4272615268872,160.71875,1
8,1,733,80,0.45,-34.7530703673543,219.3125,66.1552337842132,179.2734375,1
8,1,653,70,0.45,-72.2513597863906,188.0625,34.5025360033974,149.9765625,1
8,1,770,80,0.6,-45.8273386584242,250.5625,52.5702054806166,176.34375,1
8,1,597,70,0.3,-68.5603465648162,216.3828125,40.7760188373882,227.125,1
8,1,657,60,0.6,-37.8261782203893,274.9765625,67.7245338352869,158.765625,1
8,1,489,80,0.3,-43.8415007393638,190.9921875,55.3850725187396,162.671875,1
8,1,802,60,0.45,-40.581215494388,207.59375,72.5368584197086,151.9296875,1
8,1,651,60,0.6,-60.0826873902912,178.296875,48.2281713381691,178.296875,1
8,1,639,60,0.6,-46.0419768675469,256.421875,43.6263964635615,220.2890625,1
8,1,806,80,0.45,-34.3136917989465,209.546875,82.7169954367516,230.0546875,1
8,1,606,70,0.6,-31.4897263686381,219.3125,35.7238344328246,208.5703125,1
8,1,645,80,0.6,-33.1337873268798,204.6640625,34.6854443091639,232.0078125,1
8,1,507,70,0.45,-82.4075720459425,202.7109375,45.2057470013954,167.5546875,1
8,1,555,70,0.3,-84.4031841893819,189.0390625,36.6678983546246,221.265625,1
8,1,545,60,0.3,-57.3565639492497,198.8046875,41.1336105127776,149.9765625,1
8,1,566,70,0.3,-0,149.9765625,0,149.9765625,0
8,1,791,60,0.6,-33.0623073221122,262.28125,50.5569837061929,149.9765625,1
8,1,633,80,0.3,-47.8117345421342,274.9765625,32.9078978602526,219.3125,1
8,1,640,60,0.3,-63.7719057656956,199.78125,46.2980422589314,159.7421875,1
8,1,751,60,0.6,-40.1866606942506,193.921875,59.4077273500124,149.9765625,1
8,1,656,80,0.6,-29.8726735907499,188.0625,58.5285416583786,189.0390625,1
8,1,574,60,0.45,-62.5660035110048,207.59375,46.4403538318853,149.9765625,1
8,1,543,70,0.45,-48.8180072977289,205.640625,46.4766504310402,176.34375,1
8,1,530,70,0.6,-40.8541538164095,200.7578125,64.7027575963164,163.6484375,1
8,1,684,80,0.3,-28.3023788537425,190.015625,18.1698523053378,219.3125,1
8,1,655,80,0.45,-51.2443775386986,206.6171875,42.2754659939005,218.3359375,1
8,1,606,80,0.45,-27.5189665460762,274,21.5609231613306,176.34375,1
8,1,614,80,0.45,-26.1385017406489,249.5859375,52.5905998773507,217.359375,1
8,1,613,70,0.45,-61.8775223909955,247.6328125,72.5934641261764,149.9765625,1
8,1,516,80,0.3,-70.6572567409698,197.828125,55.6923386824505,149.9765625,1
8,1,587,60,0.45,-74.0235440175604,259.3515625,32.2184434146784,224.1953125,1
8,1,926,80,0.6,-42.4359183363474,274.9765625,34.7676544877338,149.9765625,1
8,1,521,60,0.3,-61.9146817420307,174.390625,36.6216534619975,175.3671875,1
8,1,596,80,0.45,-60.6329844524886,207.59375,30.9160904817453,223.21875,1
8,1,736,80,0.6,-20.1114689756311,150.953125,27.9066016643638,155.8359375,1
8,1,498,60,0.3,-46.0653389540362,151.9296875,37.736137468849,160.71875,1
8,1,685,70,0.3,-46.9294873193195,241.7734375,49.5426472248739,223.21875,1
8,1,438,60,0.3,-57.2678466380308,174.390625,8.18517394999238,149.9765625,0
8,1,609,70,0.3,-55.00950660481,274.9765625,25.8931748593028,166.578125,1
8,1,687,60,0.45,-35.4205110790166,193.921875,46.0076932526169,187.0859375,1
8,1,686,80,0.45,-54.4090325506172,237.8671875,67.0321743863689,214.4296875,1
8,1,855,80,0.3,-48.001831716051,211.5,64.4422326096141,152.90625,1
8,1,761,70,0.45,-12.3865538075484,274.9765625,44.1720370276735,224.1953125,1
8,1,758,80,0.6,-39.8171332633346,274.9765625,51.2787606847862,152.90625,1
8,1,621,80,0.45,-44.8059145844786,269.1171875,57.8216815145633,152.90625,1
8,1,713,80,0.3,-89.455423205924,188.0625,40.5146369464267,224.1953125,1
8,1,531,60,0.45,-37.0451748388991,265.2109375,34.8559878455041,234.9375,1
8,1,589,80,0.3,-51.0197151952372,203.6875,35.7090865519278,160.71875,1
8,1,782,60,0.45,-41.813922648508,191.96875,31.9754858824396,158.765625,1
8,1,604,60,0.6,-42.6925977520035,273.0234375,50.2246125635624,163.6484375,1
8,1,638,80,0.3,-54.5423743998919,197.828125,40.0081767095729,237.8671875,1
8,1,735,60,0.3,-44.6418275885311,271.0703125,18.496964943048,224.1953125,1
8,1,670,80,0.45,-45.5894108455209,240.796875,34.9504402066276,180.25,1
8,1,688,80,0.45,-19.763039470351,181.2265625,71.2789098959151,149.9765625,1
8,1,677,60,0.45,-17.9650233161308,263.2578125,40.8445192336114,221.265625,1
8,1,602,80,0.3,-41.6353232734167,175.3671875,32.299062941363,162.671875,1
8,1,568,60,0.3,-45.8347915780974,195.875,45.4981980505005,228.1015625,1
8,1,809,80,0.3,-98.0923615512759,190.9921875,45.0668648249213,158.765625,1
8,1,741,70,0.45,-13.963377152336,255.4453125,41.9572920532222,227.125,1
8,1,677,60,0.45,-48.2145848176241,207.59375,55.9117725298152,224.1953125,1
8,1,655,70,0.45,-79.4537011228013,189.0390625,70.5063014856725,216.3828125,1
8,1,614,80,0.3,-42.604388561586,179.2734375,77.9530614452275,157.7890625,1
8,1,533,80,0.3,-69.4818400171093,175.3671875,55.0169265903203,155.8359375,1
8,1,740,70,0.6,-27.1668647916048,197.828125,44.6095967613037,149.9765625,1
8,1,737,70,0.45,-51.4627291941284,204.6640625,40.4897606211,232.984375,1
8,1,801,80,0.45,-42.8434583696979,202.7109375,47.0887388508376,152.90625,1
8,1,846,80,0.45,-31.1726612435872,274.9765625,64.3197126155225,224.1953125,1
8,1,594,60,0.3,-64.677811168371,210.5234375,67.6724315617813,149.9765625,1
8,1,761,70,0.45,-37.6311755249591,149.9765625,63.2011423241662,217.359375,1
8,1,843,60,0.6,-37.6333016774962,268.140625,55.461627209272,235.9140625,1
8,1,793,80,0.45,-47.8606255235053,269.1171875,35.1665590265934,149.9765625,1
8,1,578,70,0.45,-23.3941400880652,185.1328125,40.2432139082422,178.296875,1
8,1,583,60,0.3,-63.0420596780525,197.828125,25.0673431244082,149.9765625,1
8,1,702,70,0.6,-30.4297714398772,208.5703125,45.2190454538016,151.9296875,1
8,1,799,80,0.3,-78.6218855763489,200.7578125,34.9945535883571,250.5625,1
8,1,953,70,0.6,-36.5600574674305,262.28125,56.1357469318329,159.7421875,1
8,1,675,70,0.6,-56.2533303310345,202.7109375,73.1563386144902,149.9765625,1
8,1,716,60,0.45,-40.1056158122616,217.359375,26.2092869116128,222.2421875,1
8,1,584,80,0.3,-93.2281341947757,198.8046875,35.8406341892115,154.859375,1
8,1,767,80,0.3,-45.2187045680314,158.765625,33.8628510274927,183.1796875,1
8,1,629,60,0.3,-82.6728708950127,181.2265625,43.7962842426654,171.4609375,1
8,1,599,70,0.45,-64.8117598821029,149.9765625,22.0348618900463,182.203125,1
8,1,701,60,0.6,-46.1435844548204,161.6953125,61.7317876905552,156.8125,1
8,1,498,60,0.3,-79.8094996931049,206.6171875,42.4162224939215,218.3359375,1
8,1,561,80,0.3,-50.5556748262669,214.4296875,37.3679957668417,232.984375,1
8,1,668,60,0.6,-36.1497997666916,205.640625,51.532331417181,215.40625,1
8,1,669,80,0.45,-69.6105113921129,192.9453125,22.8706537967835,149.9765625,1
8,1,665,60,0.6,-26.4231362444913,149.9765625,42.5355675223786,160.71875,1
8,1,672,70,0.45,-38.3500847417229,242.75,45.7529440095068,188.0625,1
8,1,624,70,0.45,-68.0110695113857,201.734375,54.2885006141462,230.0546875,1
8,1,584,70,0.3,-50.55913387999,223.21875,1.24860898426572,274.9765625,1
8,1,680,60,0.3,-96.6783667254121,198.8046875,41.9826677951332,154.859375,1
8,1,696,80,0.3,-55.1759122789956,212.4765625,30.9272618140614,151.9296875,1
8,1,771,60,0.6,-52.4968386596483,207.59375,39.2730923422603,211.5,1
8,1,733,70,0.3,-73.8484359444986,162.671875,76.4450664902822,232.0078125,1
8,1,742,60,0.6,-8.17453100347896,151.9296875,41.0354673673064,218.3359375,1
8,1,675,70,0.3,-86.4350937241137,156.8125,41.3355180290422,151.9296875,1
8,1,732,70,0.3,-63.996510805587,149.9765625,36.7803536507362,228.1015625,1
8,1,926,80,0.6,-39.1935999114035,274.9765625,52.8795128072356,149.9765625,1
8,1,623,80,0.3,-30.0265473514017,225.171875,71.9457060944653,153.8828125,1
8,1,694,60,0.3,-72.8493246121774,216.3828125,39.5084200005086,171.4609375,1
8,1,644,60,0.45,-52.9028629764179,200.7578125,64.1383673432258,169.5078125,1
8,1,617,80,0.45,-57.8649377599905,267.1640625,36.5400563392771,188.0625,1
8,1,1057,80,0.6,-15.2700810682465,271.0703125,30.281414204225,149.9765625,1
8,1,715,70,0.6,-46.9069232927565,265.2109375,53.5073565628844,150.953125,1
8,1,760,70,0.6,-35.3601371572387,200.7578125,65.3857837642402,149.9765625,1
8,1,737,80,0.3,-98.6011367924856,201.734375,59.7551161966524,192.9453125,1
8,1,881,70,0.6,-40.6731096921787,198.8046875,44.2521614655557,149.9765625,1
8,1,458,70,0.3,-71.9926607242929,156.8125,46.5824202246954,149.9765625,0
8,1,879,60,0.6,-26.4840210160628,196.8515625,41.7679287157967,150.953125,1
8,1,679,60,0.6,-45.9637251320725,268.140625,41.5032371345937,155.8359375,1
8,1,545,60,0.3,-61.7453619127089,172.4375,47.4158120967796,228.1015625,1
8,1,605,70,0.45,-43.170429405362,248.609375,52.2516890514342,158.765625,1
8,1,720,80,0.6,-43.0675142332875,271.0703125,59.830825468418,149.9765625,1
8,1,577,70,0.45,-12.1292442742561,163.6484375,50.371588140158,149.9765625,1
8,1,566,80,0.3,-66.9400577854044,217.359375,62.2928280385426,193.921875,1
8,1,726,80,0.6,-45.4823478587719,264.234375,60.6840968866124,187.0859375,1
8,1,647,70,0.6,-37.7437716056678,257.3984375,74.7729399857345,152.90625,1
8,1,845,60,0.45,-30.9824000037578,249.5859375,51.1662891734164,170.484375,1
8,1,760,80,0.45,-70.113335923728,195.875,48.9130111308251,161.6953125,1
8,1,809,80,0.45,-40.4527984222593,274.9765625,44.8408388466207,155.8359375,1
8,1,735,80,0.45,-57.5043102932351,205.640625,46.9532215790277,222.2421875,1
8,1,800,60,0.3,-55.2750740136005,191.96875,32.4443693108283,149.9765625,1
8,1,1111,80,0.3,-63.3843377653373,218.3359375,40.0005175715946,174.390625,1
8,1,781,60,0.3,-66.4284532771994,170.484375,67.3127525750239,156.8125,1
8,1,525,70,0.3,-72.2480872664224,188.0625,41.3768404130874,210.5234375,1
8,1,862,70,0.6,-80.9164453919757,267.1640625,54.0534320118273,163.6484375,1
8,1,580,60,0.3,-63.9102578575214,223.21875,36.4736546814908,243.7265625,1
8,1,602,80,0.3,-64.3403290413525,197.828125,33.3250863047745,229.078125,1
8,1,800,70,0.3,-72.6681413253077,171.4609375,58.9532120875289,230.0546875,1
8,1,974,80,0.3,-48.2369587920911,154.859375,47.0903104693386,208.5703125,1
8,1,764,80,0.3,-55.1188076360487,178.296875,52.7902606414325,216.3828125,1
8,1,921,80,0.45,-49.6904821181143,244.703125,55.0356969548202,149.9765625,1
8,1,1054,70,0.6,-27.2539370114104,152.90625,31.852713394399,197.828125,1
8,1,889,70,0.6,-4.10592171785125,274.9765625,42.0422956600224,176.34375,1
8,1,687,80,0.6,-67.3128134321507,267.1640625,52.2539896621442,149.9765625,1
8,1,976,70,0.3,-55.638247184871,174.390625,48.0487683427846,257.3984375,1
8,1,881,60,0.6,-37.3793365569922,206.6171875,40.5208465010784,160.71875,1
8,1,918,70,0.6,-30.7273730474296,202.7109375,81.6161000364365,161.6953125,1
8,1,757,60,0.3,-77.2434617629972,208.5703125,17.1909451381758,273.0234375,1
8,1,687,70,0.3,-81.166651185445,196.8515625,37.959177300155,237.8671875,1
8,1,727,60,0.45,-30.1266472980918,173.4140625,61.6839672263671,172.4375,1
8,1,631,60,0.45,-71.916904275645,199.78125,58.2149227272902,216.3828125,1
8,1,599,60,0.6,-60.5725680936707,215.40625,43.9759413058106,232.0078125,1
8,1,652,60,0.3,-58.041120724907,213.453125,21.7166792401621,224.1953125,1
8,1,1070,80,0.6,-28.2013543784615,264.234375,70.6850522437688,187.0859375,1
8,1,830,70,0.45,-66.3171244454372,215.40625,51.7538820070082,149.9765625,1
8,1,897,70,0.6,-37.0116663162744,212.4765625,65.1987496083651,214.4296875,1
8,1,968,80,0.45,-26.4081592837109,194.8984375,42.9554046055726,232.0078125,1
8,1,957,60,0.45,-27.191575436379,266.1875,50.8869428476942,224.1953125,1
8,1,1032,80,0.6,-43.5362014586043,235.9140625,42.9745479337052,239.8203125,1
8,1,754,80,0.3,-59.3284531690272,212.4765625,43.5965531808385,229.078125,1
8,1,913,80,0.45,-32.9191496301685,255.4453125,42.3521150537899,160.71875,1
8,1,865,60,0.45,-56.8480144890648,191.96875,53.3875756685588,149.9765625,1
8,1,1016,80,0.6,-43.9270285143631,267.1640625,38.2414141153568,226.1484375,1
8,1,706,60,0.3,-32.2004532520579,213.453125,49.6932084567488,202.7109375,1
8,1,757,70,0.3,-80.7131612906165,180.25,67.1584614495209,230.0546875,1
8,1,868,80,0.6,-56.5778672885091,274.9765625,44.5358591137198,149.9765625,1
8,1,901,80,0.45,-32.9471759288733,213.453125,61.0926422456231,207.59375,1
8,1,1098,80,0.6,-46.7391905578535,232.0078125,54.8412109516846,156.8125,1
8,1,684,60,0.45,-42.0675464687533,237.8671875,38.1975819806205,225.171875,1
8,1,689,60,0.3,-65.7916903270912,200.7578125,43.1748776943918,149.9765625,1
8,1,973,60,0.6,-44.0407268238434,261.3046875,41.9986401070823,168.53125,1
8,1,836,80,0.6,-51.7585270850335,191.96875,53.1885608520578,149.9765625,1
8,1,1007,60,0.6,-30.2379717579118,150.953125,51.8756432031568,149.9765625,1
8,1,739,80,0.45,-32.284886398616,206.6171875,61.7541594167418,156.8125,1
8,1,567,70,0.3,-72.0591230208346,202.7109375,49.7147106486738,220.2890625,1
8,1,638,60,0.45,-36.1945187282668,212.4765625,57.9751868431542,185.1328125,1
8,1,708,70,0.3,-83.5796124047651,183.1796875,20.0614925958505,234.9375,1
8,1,821,70,0.6,-34.1655019522791,274.9765625,37.4810117246752,190.015625,1
8,1,780,80,0.6,-39.9850830024463,269.1171875,47.8264279545321,212.4765625,1
8,1,899,70,0.3,-60.8058033733371,190.9921875,17.1657708442336,176.34375,1
8,1,774,70,0.3,-55.6412119395864,167.5546875,32.0740271852933,191.96875,1
8,1,642,70,0.3,-83.5002194614224,175.3671875,48.7137319635277,206.6171875,1
8,1,696,60,0.6,-16.079213914781,244.703125,51.4206687072472,183.1796875,1
8,1,659,60,0.3,-59.9309479730914,180.25,51.5648799990954,162.671875,1
8,1,882,80,0.45,-44.4686797321413,219.3125,57.952083115761,150.953125,1
8,1,664,80,0.45,-46.1530294774837,201.734375,30.4911987460215,149.9765625,1
8,1,813,70,0.3,-73.2669683749767,199.78125,43.5733893417144,167.5546875,1
8,1,752,80,0.45,-62.4793873780754,262.28125,48.7562570360935,156.8125,1
8,1,725,60,0.45,-28.9238418612764,274.9765625,69.5623965811867,175.3671875,1
8,1,816,70,0.6,-40.4564157168221,245.6796875,41.8431062484718,204.6640625,1
8,1,1114,80,0.6,-6.48258061021669,258.375,56.6485383040471,235.9140625,1
8,1,701,60,0.6,-40.3055526518208,216.3828125,37.9283061030889,232.984375,1
8,1,742,80,0.6,-48.6906318842667,266.1875,50.9148394606225,200.7578125,1
8,1,634,60,0.6,-51.3858916478612,271.0703125,46.6123341914041,151.9296875,1
8,1,754,70,0.6,-41.8997441654411,261.3046875,56.8918900432011,190.015625,1
8,1,629,70,0.6,-35.8245917325314,274.9765625,30.1451293287665,153.8828125,1
8,1,632,80,0.6,-45.2098826991873,255.4453125,67.1414834087209,198.8046875,1
8,1,821,70,0.6,-36.3362013971715,234.9375,29.4430381661242,235.9140625,1
8,1,745,70,0.6,-15.8183974604968,196.8515625,48.92212539929,154.859375,1
8,1,790,60,0.45,-61.7185709910299,206.6171875,45.2484940885483,238.84375,1
8,1,649,70,0.3,-56.6996096019975,172.4375,41.9674657842298,208.5703125,1
8,1,600,70,0.3,-61.3846151800375,160.71875,46.9355104268173,202.7109375,1
8,1,745,80,0.45,-56.839185364294,197.828125,51.5607171599433,233.9609375,1
8,1,655,70,0.3,-63.2167885543643,190.9921875,64.5915276556748,154.859375,1
8,1,1022,80,0.45,-10.3036187308139,274.9765625,53.7265538643843,208.5703125,1
8,1,659,80,0.3,-63.4011455347156,175.3671875,47.5906779861471,150.953125,1
8,1,764,70,0.6,-40.8165982055604,149.9765625,88.0397310986976,153.8828125,1
8,1,962,60,0.45,-48.9799366427911,187.0859375,40.7349850336083,153.8828125,1
8,1,781,60,0.3,-66.6243489210448,220.2890625,56.6283329126902,196.8515625,1
8,1,665,60,0.3,-66.615357368472,200.7578125,55.4758858301085,226.1484375,1
8,1,750,80,0.3,-85.6562244518268,212.4765625,48.8752107042978,234.9375,1
8,1,799,60,0.6,-28.4670824891298,153.8828125,25.217753902705,178.296875,1
8,1,660,70,0.45,-42.5455633537407,274.9765625,30.5916689401208,210.5234375,1
8,1,648,60,0.45,-54.5318049633352,205.640625,67.7669511771452,185.1328125,1
8,1,902,70,0.3,-41.2013631630542,197.828125,61.6272239877224,198.8046875,1
8,1,589,70,0.3,-76.4123684156049,175.3671875,53.1886799755004,245.6796875,1
8,1,776,70,0.6,-39.1318562225155,270.09375,56.6112896214776,177.3203125,1
8,1,765,60,0.45,-50.0349834275179,181.2265625,68.2807212353138,157.7890625,1
8,1,852,80,0.6,-52.1453471843479,274.9765625,62.4772563569863,194.8984375,1
8,1,675,80,0.6,-44.7630105139882,196.8515625,63.5869486464312,192.9453125,1
8,1,747,70,0.45,-39.0608995780885,169.5078125,51.73905896116,149.9765625,1
8,1,979,80,0.6,-57.7115060761286,267.1640625,65.6649710666394,218.3359375,1
8,1,763,60,0.45,-39.5585166997984,241.7734375,56.7896989651105,156.8125,1
8,1,840,70,0.6,-30.9334745537971,149.9765625,65.0229307842947,154.859375,1
8,1,921,60,0.6,-27.2168277170474,256.421875,74.1971445952882,221.265625,1
8,1,680,60,0.6,-44.2620637092817,274.9765625,37.908762226271,232.0078125,1
8,1,677,70,0.45,-53.0853961577222,205.640625,51.9949139456808,226.1484375,1
8,1,578,60,0.3,-74.1429348219685,195.875,23.6163952173874,169.5078125,1
8,1,743,80,0.3,-77.9712441448343,206.6171875,30.2000002150789,222.2421875,1
8,1,831,80,0.6,-3.36470763714543,274.9765625,35.617968280231,149.9765625,1
8,1,765,80,0.6,-16.0586995690357,253.4921875,44.9497248378938,149.9765625,1
8,1,801,80,0.6,-45.9605838854778,202.7109375,38.2294155825275,221.265625,1
8,1,769,70,0.3,-64.0826057556122,198.8046875,26.4448745086494,181.2265625,1
8,1,777,70,0.6,-31.2767185557593,196.8515625,37.8693506498634,187.0859375,1
8,1,692,60,0.3,-29.888129447657,200.7578125,32.9878989132306,195.875,1
8,1,774,60,0.6,-31.9504059861547,274.9765625,58.6483878582495,213.453125,1
8,1,666,70,0.6,-55.0615831994638,266.1875,52.4425006914168,178.296875,1
8,1,711,70,0.3,-43.9400529027074,232.984375,20.8309794035467,230.0546875,1
